iter	Passed	Remaining
1016	38964	37662
1017	39004	37625
1018	39054	37598
1019	39093	37560
1020	39131	37521
1021	39165	37479
1022	39210	37446
1023	39259	37419
1024	39297	37380
1025	39332	37338
1026	39370	37300
1027	39405	37258
1028	39444	37220
1029	39481	37181
1030	39517	37141
1031	39556	37103
1032	39594	37065
1033	39631	37025
1034	39677	36993
1035	39713	36953
1036	39752	36916
1037	39797	36883
1038	39831	36841
1039	39867	36800
1040	39906	36763
1041	39942	36722
1042	39982	36685
1043	40017	36644
1044	40057	36607
1045	40093	36567
1046	40127	36525
1047	40162	36483
1048	40199	36443
1049	40238	36405
1050	40284	36374
1051	40323	36336
1052	40371	36307
1053	40410	36269
1054	40446	36229
1055	40481	36187
1056	40517	36147
1057	40553	36107
1058	40595	36072
1059	40630	36030
1060	40665	35989
1061	40701	35949
1062	40737	35908
1063	40774	35869
1064	40809	35828
1065	40844	35786
1066	40881	35747
1067	40917	35707
1068	40953	35666
1069	40989	35626
1070	41025	35585
1071	41059	35544
1072	41093	35502
1073	41130	35462
1074	41169	35424
1075	41206	35385
1076	41245	35348
1077	41280	35306
1078	41317	35267
1079	41355	35229
1080	41391	35188
1081	41431	35152
1082	41466	35110
1083	41504	35071
1084	41547	35037
1085	41591	35003
1086	41628	34964
1087	41664	34924
1088	41699	34883
1089	41734	34842
1090	41773	34805
1091	41810	34765
1092	41846	34725
1093	41884	34686
1094	41919	34645
1095	41955	34605
1096	41992	34566
1097	42025	34524
1098	42061	34483
1099	42099	34445
1100	42137	34406
1101	42178	34370
1102	42214	34330
1103	42249	34289
1104	42290	34253
1105	42343	34227
1106	42387	34193
1107	42422	34152
1108	42455	34109
1109	42497	34074
1110	42535	34036
1111	42574	33998
1112	42621	33967
1113	42663	33931
1114	42700	33892
1115	42737	33852
1116	42781	33818
1117	42817	33778
1118	42850	33736
1119	42885	33695
1120	42923	33656
1121	42964	33620
1122	43002	33582
1123	43047	33549
1124	43081	33508
1125	43122	33471
1126	43156	33430
1127	43196	33392
1128	43234	33354
1129	43268	33312
1130	43302	33271
1131	43338	33231
1132	43373	33190
1133	43411	33152
1134	43450	33114
1135	43486	33074
1136	43523	33035
1137	43571	33004
1138	43615	32969
1139	43652	32931
1140	43691	32892
1141	43741	32863
1142	43790	32833
1143	43836	32800
1144	43877	32764
1145	43919	32728
1146	43955	32688
1147	43990	32647
1148	44025	32606
1149	44060	32566
1150	44101	32529
1151	44135	32488
1152	44171	32448
1153	44206	32407
1154	44241	32367
1155	44279	32328
1156	44314	32287
1157	44366	32259
1158	44408	32224
1159	44443	32183
1160	44478	32142
1161	44517	32104
1162	44557	32067
1163	44596	32029
1164	44631	31988
1165	44668	31949
1166	44702	31908
1167	44738	31868
1168	44774	31828
1169	44809	31787
1170	44845	31748
1171	44881	31708
1172	44915	31666
1173	44949	31625
1174	44986	31586
1175	45022	31546
1176	45063	31510
1177	45102	31472
1178	45146	31437
1179	45182	31398
1180	45217	31357
1181	45252	31316
1182	45293	31280
1183	45330	31241
1184	45375	31207
1185	45422	31175
1186	45461	31137
1187	45498	31098
1188	45533	31057
1189	45569	31017
1190	45606	30978
1191	45645	30941
1192	45686	30904
1193	45722	30864
1194	45761	30826
1195	45802	30790
1196	45842	30752
1197	45882	30715
1198	45918	30676
1199	45960	30640
1200	45999	30602
1201	46038	30564
1202	46079	30527
1203	46120	30491
1204	46157	30452
1205	46194	30412
1206	46228	30372
1207	46263	30331
1208	46304	30295
1209	46343	30257
1210	46381	30219
1211	46431	30188
1212	46466	30147
1213	46503	30108
1214	46539	30068
1215	46575	30029
1216	46613	29990
1217	46653	29953
1218	46687	29912
1219	46726	29874
1220	46763	29835
1221	46799	29795
1222	46834	29755
1223	46872	29716
1224	46912	29679
1225	46950	29640
1226	46985	29600
1227	47019	29559
1228	47057	29521
1229	47093	29480
1230	47129	29441
1231	47164	29401
1232	47200	29361
1233	47236	29321
1234	47271	29281
1235	47309	29242
1236	47349	29206
1237	47390	29169
1238	47428	29131
1239	47463	29090
1240	47499	29050
1241	47537	29012
1242	47574	28973
1243	47611	28934
1244	47647	28894
1245	47682	28854
1246	47717	28814
1247	47752	28774
1248	47787	28733
1249	47824	28694
1250	47859	28654
1251	47895	28614
1252	47937	28578
1253	47972	28538
1254	48011	28500
1255	48046	28460
1256	48084	28422
1257	48123	28384
1258	48158	28344
1259	48198	28306
1260	48244	28273
1261	48279	28233
1262	48320	28196
1263	48360	28159
1264	48395	28119
1265	48438	28083
1266	48482	28048
1267	48518	28008
1268	48552	27968
1269	48587	27928
1270	48623	27888
1271	48659	27849
1272	48693	27808
1273	48732	27770
1274	48767	27730
1275	48803	27690
1276	48838	27650
1277	48874	27611
1278	48915	27574
1279	48958	27538
1280	48996	27500
1281	49031	27460
1282	49066	27420
1283	49102	27381
1284	49140	27342
1285	49176	27303
1286	49211	27263
1287	49246	27223
1288	49281	27183
1289	49316	27143
1290	49355	27105
1291	49395	27068
1292	49434	27030
1293	49470	26991
1294	49506	26951
1295	49544	26913
1296	49579	26873
1297	49613	26832
1298	49652	26794
1299	49687	26754
1300	49723	26715
1301	49760	26676
1302	49796	26636
1303	49830	26596
1304	49866	26557
1305	49902	26518
1306	49938	26478
1307	49973	26438
1308	50008	26398
1309	50043	26358
1310	50082	26321
1311	50124	26284
1312	50163	26247
1313	50203	26209
1314	50245	26173
1315	50283	26135
1316	50323	26097
1317	50358	26057
1318	50395	26019
1319	50431	25979
1320	50476	25945
1321	50512	25905
1322	50552	25868
1323	50588	25829
1324	50625	25790
1325	50661	25751
1326	50698	25712
1327	50732	25672
1328	50774	25635
1329	50811	25596
1330	50845	25556
1331	50883	25518
1332	50918	25478
1333	50958	25441
1334	50993	25401
1335	51032	25363
1336	51070	25325
1337	51105	25285
1338	51140	25245
1339	51176	25206
1340	51216	25168
1341	51251	25129
1342	51288	25090
1343	51324	25051
1344	51360	25011
1345	51398	24973
1346	51434	24934
1347	51469	24894
1348	51505	24855
1349	51543	24817
1350	51580	24778
1351	51619	24740
1352	51657	24702
1353	51691	24662
1354	51726	24622
1355	51760	24582
1356	51801	24545
1357	51838	24506
1358	51872	24466
1359	51911	24428
1360	51945	24388
1361	51982	24350
