iter	Passed	Remaining
973	42232	44487
974	42274	44442
975	42315	44397
976	42365	44359
977	42415	44323
978	42458	44279
979	42497	44232
980	42537	44185
981	42588	44149
982	42629	44103
983	42670	44058
984	42712	44013
985	42755	43970
986	42801	43928
987	42840	43881
988	42879	43833
989	42920	43787
990	42961	43742
991	43000	43693
992	43042	43648
993	43080	43600
994	43122	43555
995	43161	43508
996	43208	43468
997	43248	43421
998	43290	43377
999	43329	43329
1000	43371	43284
1001	43412	43238
1002	43451	43191
1003	43493	43146
1004	43533	43099
1005	43575	43055
1006	43619	43013
1007	43661	42968
1008	43703	42924
1009	43745	42879
1010	43786	42834
1011	43826	42786
1012	43866	42740
1013	43906	42694
1014	43956	42657
1015	44005	42619
1016	44062	42589
1017	44109	42549
1018	44151	42504
1019	44190	42457
1020	44233	42413
1021	44274	42368
1022	44317	42324
1023	44357	42278
1024	44398	42232
1025	44443	42190
1026	44482	42143
1027	44523	42097
1028	44570	42058
1029	44622	42023
1030	44674	41987
1031	44715	41942
1032	44757	41898
1033	44799	41853
1034	44840	41807
1035	44881	41762
1036	44921	41715
1037	44962	41670
1038	45003	41625
1039	45044	41579
1040	45092	41540
1041	45134	41495
1042	45178	41452
1043	45220	41408
1044	45261	41363
1045	45301	41317
1046	45344	41273
1047	45387	41230
1048	45432	41187
1049	45471	41140
1050	45511	41094
1051	45552	41048
1052	45591	41002
1053	45637	40960
1054	45682	40918
1055	45720	40871
1056	45762	40827
1057	45800	40778
1058	45841	40733
1059	45883	40689
1060	45922	40642
1061	45962	40595
1062	46003	40550
1063	46041	40502
1064	46084	40458
1065	46134	40421
1066	46174	40375
1067	46215	40330
1068	46257	40286
1069	46298	40240
1070	46340	40196
1071	46380	40150
1072	46421	40105
1073	46462	40059
1074	46504	40015
1075	46549	39973
1076	46586	39925
1077	46632	39884
1078	46698	39860
1079	46748	39822
1080	46794	39781
1081	46836	39737
1082	46881	39695
1083	46924	39651
1084	46963	39605
1085	47002	39558
1086	47041	39511
1087	47082	39466
1088	47127	39424
1089	47168	39379
1090	47207	39332
1091	47248	39287
1092	47288	39241
1093	47328	39195
1094	47373	39153
1095	47419	39112
1096	47463	39069
1097	47505	39025
1098	47551	38984
1099	47592	38939
1100	47635	38895
1101	47676	38850
1102	47716	38804
1103	47754	38757
1104	47795	38712
1105	47843	38672
1106	47884	38627
1107	47929	38585
1108	47973	38543
1109	48026	38507
1110	48074	38467
1111	48113	38421
1112	48155	38377
1113	48195	38331
1114	48236	38286
1115	48276	38240
1116	48316	38194
1117	48359	38150
1118	48406	38110
1119	48445	38063
1120	48484	38017
1121	48525	37972
1122	48571	37931
1123	48610	37885
1124	48652	37840
1125	48703	37803
1126	48760	37771
1127	48813	37735
1128	48854	37690
1129	48896	37645
1130	48938	37601
1131	48980	37557
1132	49019	37510
1133	49061	37466
1134	49105	37424
1135	49145	37378
1136	49185	37332
1137	49227	37288
1138	49266	37241
1139	49306	37196
1140	49346	37150
1141	49388	37105
1142	49426	37059
1143	49473	37018
1144	49517	36976
1145	49557	36930
1146	49598	36885
1147	49646	36845
1148	49693	36805
1149	49737	36762
1150	49783	36721
1151	49829	36679
1152	49888	36648
1153	49931	36604
1154	49975	36562
1155	50026	36524
1156	50065	36478
1157	50104	36431
1158	50145	36387
1159	50188	36343
1160	50234	36302
1161	50277	36258
1162	50317	36212
1163	50363	36171
1164	50408	36129
1165	50449	36084
1166	50489	36038
1167	50528	35993
1168	50573	35950
1169	50613	35905
1170	50654	35860
1171	50696	35816
1172	50745	35777
1173	50802	35743
1174	50848	35702
1175	50887	35655
1176	50935	35615
1177	50974	35569
1178	51016	35525
1179	51059	35482
1180	51102	35438
1181	51145	35394
1182	51187	35351
1183	51227	35305
1184	51265	35258
1185	51305	35212
1186	51343	35166
1187	51383	35120
1188	51423	35075
1189	51464	35030
1190	51506	34986
1191	51551	34944
1192	51597	34902
1193	51642	34860
1194	51688	34819
1195	51728	34774
1196	51767	34727
1197	51810	34684
1198	51852	34640
1199	51890	34593
1200	51933	34550
1201	51974	34505
1202	52016	34461
1203	52057	34417
1204	52098	34371
1205	52138	34326
1206	52177	34280
1207	52229	34243
1208	52275	34201
1209	52315	34156
1210	52356	34111
1211	52397	34066
1212	52440	34023
1213	52481	33978
1214	52521	33933
1215	52560	33887
1216	52601	33842
1217	52642	33798
1218	52693	33760
1219	52736	33716
1220	52779	33673
1221	52843	33643
1222	52896	33606
1223	52946	33567
1224	52987	33522
1225	53029	33478
1226	53069	33433
1227	53122	33396
1228	53165	33352
1229	53207	33308
1230	53250	33265
1231	53298	33224
1232	53338	33179
1233	53376	33133
1234	53416	33087
1235	53456	33042
1236	53496	32997
1237	53536	32952
1238	53578	32908
1239	53618	32863
