iter	RMSE
246	10774.47621
247	10719.22154
248	10589.06943
249	10585.21021
250	10391.85268
251	10342.90526
252	10320.98915
253	10266.91336
254	10186.784
255	10084.82172
256	9979.113709
257	9900.92299
258	9873.652121
259	9766.331262
260	9714.820469
261	9666.024214
262	9589.313892
263	9527.747635
264	9414.631564
265	9360.594391
266	9207.179169
267	9164.104507
268	9083.14296
269	8993.440489
270	8864.145673
271	8792.073994
272	8761.240983
273	8616.612688
274	8534.702582
275	8505.729162
276	8473.373781
277	8377.789475
278	8267.501001
279	8240.131774
280	8152.926693
281	8064.387786
282	8054.21611
283	7983.006603
284	7916.583655
285	7845.931057
286	7751.086275
287	7750.562983
288	7667.294059
289	7648.820967
290	7604.774241
291	7582.550683
292	7492.699994
293	7441.43913
294	7386.279359
295	7341.89738
296	7284.84118
297	7239.719835
298	7199.945349
299	7147.231519
300	7083.042504
301	7035.656181
302	6991.206503
303	6839.330435
304	6772.181407
305	6729.433613
306	6714.378728
307	6655.289897
308	6617.844441
309	6606.33563
310	6570.096694
311	6533.895454
312	6478.832791
313	6392.878044
314	6362.659325
315	6324.251518
316	6304.115252
317	6301.768384
318	6275.409714
319	6273.787588
320	6211.758738
321	6093.640783
322	6026.698111
323	5990.881182
324	5930.77265
325	5917.649737
326	5909.398276
327	5854.179954
328	5835.972967
329	5787.150836
330	5763.975919
331	5761.788202
332	5743.628543
333	5698.204631
334	5652.204597
335	5601.850935
336	5547.701147
337	5499.969943
338	5466.476455
339	5444.974686
340	5365.491323
341	5304.73436
342	5277.012406
343	5262.51253
344	5221.823733
345	5204.755973
346	5182.722584
347	5126.540006
348	5123.753302
349	5096.719537
350	5076.723612
351	5043.107636
352	5011.239027
353	4994.445688
354	4954.541511
355	4895.714518
356	4878.838384
357	4850.134565
358	4818.442962
359	4815.244846
360	4813.319096
361	4791.996628
362	4759.097589
363	4744.05184
364	4736.350874
365	4718.231035
366	4715.766766
367	4674.349791
368	4659.41994
369	4658.639109
370	4641.801335
371	4621.920259
372	4597.603284
373	4567.832651
374	4544.836176
375	4486.886959
376	4484.787994
377	4476.367481
378	4444.800851
379	4424.172782
380	4375.206105
381	4355.020906
382	4347.650499
383	4333.367089
384	4295.359875
385	4237.262185
386	4210.972483
387	4199.429362
388	4132.696837
389	4118.120131
390	4116.614682
391	4115.836374
392	4100.966312
393	4076.301992
394	4069.188858
395	4056.397835
396	4014.062489
397	3998.176846
398	3987.233697
399	3976.162211
400	3927.883514
401	3896.002598
402	3870.81236
403	3784.943681
404	3760.045269
405	3709.868157
406	3692.800772
407	3670.739284
408	3654.533579
409	3653.224821
410	3629.879394
411	3596.90983
412	3579.995911
413	3569.129338
414	3535.969968
415	3486.718315
416	3457.060124
417	3439.842531
418	3380.430577
419	3372.376251
420	3352.946072
421	3351.233343
422	3345.757182
423	3326.873847
424	3295.35999
425	3285.616192
426	3284.934244
427	3282.799603
428	3257.824671
429	3245.567197
430	3207.219321
431	3197.921394
432	3177.168977
433	3146.27737
434	3141.575263
435	3127.645082
436	3126.800502
437	3101.732926
438	3085.219722
439	3054.311081
440	3026.993859
441	3013.136698
442	2993.957607
443	2971.71224
444	2962.745954
445	2951.31597
446	2912.327711
447	2902.456133
448	2901.319616
449	2876.20429
450	2875.680347
451	2867.11576
452	2830.318676
453	2829.431434
454	2822.818767
455	2797.295059
456	2782.458156
457	2762.367874
458	2746.175838
459	2734.82254
460	2720.569164
461	2693.348657
462	2684.051235
463	2657.163859
464	2625.328517
465	2610.124948
466	2598.859603
467	2586.229607
468	2577.762273
469	2571.807846
470	2558.797704
471	2558.441139
472	2550.413276
473	2540.020986
474	2510.148408
475	2491.06978
476	2477.152679
477	2476.481921
478	2474.146201
479	2461.206736
480	2452.728132
481	2434.053423
482	2414.056882
483	2398.189893
484	2384.882075
485	2364.86342
486	2356.753635
487	2355.268443
488	2346.215685
489	2343.739482
490	2330.480748
491	2321.667191
492	2299.802829
493	2298.630098
494	2277.674514
495	2264.082407
496	2252.929628
497	2226.602977
498	2195.598035
499	2181.999874
500	2163.919932
501	2154.747008
502	2141.956907
503	2124.862534
504	2118.00157
505	2103.161262
506	2078.673909
507	2078.171959
508	2059.039943
509	2050.341707
510	2024.361583
511	1996.835475
512	1982.926524
513	1967.133408
514	1959.134048
515	1950.257888
516	1942.331837
517	1929.733864
518	1929.19384
519	1926.50087
520	1921.625235
521	1906.192732
522	1897.213631
523	1886.616342
524	1871.945611
525	1867.756746
526	1851.696365
527	1846.858584
528	1843.90246
529	1830.591149
530	1826.074898
531	1806.939983
532	1794.551477
533	1784.411676
534	1780.157143
535	1775.090269
536	1748.530467
537	1746.043205
538	1734.912082
539	1724.686762
540	1718.439808
541	1706.552716
542	1705.850737
543	1701.479584
544	1695.802041
545	1682.807176
546	1682.363686
547	1679.599476
548	1675.54099
549	1675.358675
550	1667.254715
551	1654.818818
552	1651.924336
553	1651.696486
554	1647.837165
555	1639.664181
556	1626.250086
557	1626.105671
558	1614.80693
559	1604.540548
560	1595.488849
561	1583.973042
562	1577.214688
563	1570.273291
564	1563.417348
565	1563.218101
566	1553.922496
567	1548.203602
568	1529.312786
569	1529.116329
570	1524.92463
571	1518.861201
572	1513.714814
573	1499.235394
574	1497.422376
575	1492.932577
576	1487.434976
577	1471.59269
578	1470.574337
579	1463.750714
580	1454.618548
581	1454.35949
582	1445.908718
583	1432.901497
584	1420.07139
585	1408.665743
586	1399.84451
587	1392.573949
588	1381.963013
589	1368.632399
590	1354.238326
591	1345.958372
592	1332.414476
593	1323.949102
594	1322.60922
595	1319.419427
596	1315.571347
597	1311.709746
598	1305.974503
599	1294.93832
600	1285.904087
601	1279.804745
602	1275.035266
603	1267.445751
604	1254.362743
605	1246.826487
606	1242.410297
607	1234.49578
608	1222.424832
609	1217.37713
610	1201.031214
611	1197.644751
612	1185.434205
613	1176.221248
614	1175.554374
615	1170.195678
616	1165.841048
617	1165.626815
618	1161.261107
619	1158.094407
620	1155.581969
621	1154.445741
622	1152.794286
623	1135.185634
624	1134.95548
625	1123.775069
626	1123.613521
627	1110.461383
628	1103.687708
629	1103.16514
630	1095.039463
631	1090.477166
632	1081.748099
633	1077.665922
634	1075.369772
635	1069.177917
636	1068.254912
637	1062.006476
638	1057.555725
639	1044.951208
640	1038.118334
641	1027.73716
642	1022.241038
643	1012.986803
644	1005.296093
645	999.3899188
646	992.4554357
647	990.6002373
648	984.2538497
649	979.9163337
650	974.4205639
651	973.5680675
652	969.2416498
653	966.0875069
654	957.3598898
655	956.3373909
656	944.2447255
657	941.891794
658	936.6062706
659	930.031374
660	919.5509556
661	915.714683
662	904.5526764
663	896.5000044
664	896.1523649
665	893.1992582
666	890.1173469
667	883.6334883
668	882.0325618
669	878.6968867
670	871.3780743
671	860.6857606
672	854.1122819
673	850.9599184
674	849.0868867
675	847.701401
676	839.3441709
677	838.9669337
678	831.6377283
679	819.1622363
680	816.6500113
681	812.5983211
682	808.5407509
683	804.607024
684	800.6709777
685	796.8100777
686	792.9420002
687	792.5171846
688	792.1403513
689	787.6017326
690	782.6899353
691	780.2557313
692	770.8665028
693	767.1151515
694	759.4599607
695	756.9980026
696	752.0514894
697	747.9365241
698	742.6238867
699	736.6468448
700	732.161833
701	730.3065482
702	729.2466155
703	725.6529639
704	715.8890772
705	712.46916
706	709.4014974
707	699.2922557
708	697.2100291
709	689.6822894
710	687.5667751
711	685.3356172
712	682.4670455
713	676.1397552
714	672.726377
715	667.0775221
716	666.8197173
717	666.6125977
718	665.7521681
719	661.5056757
720	654.6128222
721	654.026349
722	643.9720647
723	642.478808
724	639.531644
725	635.3957147
726	629.7633977
727	625.3926947
728	622.9058358
729	619.8969299
730	615.1392382
731	610.6811759
732	603.9158152
733	603.4053149
734	599.3945229
735	595.4646
736	593.9766279
737	587.6015423
738	585.8230183
739	582.4039242
740	580.4221693
741	577.3251782
742	572.368438
743	564.8679605
744	564.669809
745	564.4652006
746	562.9101568
747	562.7507873
748	559.5975027
749	559.1763387
750	558.9822888
751	557.498115
752	557.2465434
753	554.9380382
754	551.7752046
755	549.9993603
756	544.8726224
757	541.1901319
758	540.9021317
759	538.7940454
760	537.6126532
761	534.1137872
762	532.5478704
763	528.1263298
764	525.3010921
765	520.4823368
766	518.389214
767	514.4556599
768	514.4019102
769	511.0637899
770	509.1860814
771	504.6034228
772	504.0881247
773	504.0164749
774	498.4895806
775	495.1101795
776	493.7576534
777	493.0588738
778	485.9640582
779	484.7104994
780	482.5950272
781	481.1036672
782	477.5414196
783	475.7011798
784	471.5501746
785	467.0885722
786	464.2833359
787	459.7797062
788	457.2289759
789	454.6638242
790	454.574755
791	450.4085912
792	444.053014
793	441.5914228
794	438.8714574
795	435.5380492
796	434.2720929
797	433.9823761
798	432.7881916
799	431.7871357
800	430.2839034
801	429.1289709
802	427.9999573
803	427.6214871
804	427.0442804
805	425.3859652
806	421.5216623
807	417.6405899
808	412.6572472
809	410.6366665
810	406.5558162
811	404.3259701
812	402.7055202
813	398.2633233
814	393.8027432
815	392.8585757
816	391.5067465
817	390.8110198
818	386.629694
819	386.2817747
820	383.8319724
821	382.3193352
822	380.789881
823	380.495744
824	375.5944268
825	371.9094927
826	371.8002683
827	370.2382302
828	369.2205959
829	369.1420482
830	367.2311474
831	367.1609895
832	364.6246063
833	363.8946347
834	359.9612614
835	356.378012
836	356.3166326
837	353.7884877
838	350.5667426
839	347.891364
840	346.2999619
841	344.3820243
842	340.7710488
843	339.8419931
844	337.7383188
845	337.5469084
846	337.2133668
847	334.7795609
848	334.3432508
849	333.5958263
850	330.3254613
851	328.3254979
852	325.4594252
853	325.2882118
854	323.2165924
855	321.7289128
856	318.3521452
857	316.4346561
858	315.0789128
859	314.9651246
860	312.1995359
861	310.6130513
862	308.2747582
863	307.1717965
864	305.5318896
865	305.438975
866	304.0004047
867	301.2126023
868	300.208475
869	300.1096551
870	298.7752529
871	296.4557102
872	293.4306021
873	291.9893499
874	291.8504707
875	288.43988
876	285.4352701
877	284.6950207
878	283.3150515
879	280.9683478
880	280.6615316
881	280.4526811
882	279.2852647
883	277.0755192
884	275.5098062
885	272.148601
886	271.1454264
887	268.3766003
888	267.8164112
889	264.8190279
890	262.5643925
891	261.3566677
892	261.2416031
893	258.4925975
894	256.9944315
895	256.5429405
896	255.5395335
897	252.5283213
898	248.6001831
899	246.0355097
900	245.9409119
901	244.5972095
902	244.0941716
903	240.7814118
904	238.7466444
905	238.0344553
906	237.0598534
907	235.9738108
908	235.5558889
909	232.5602414
910	231.2554214
911	230.0971821
912	228.2004901
913	228.1835896
914	227.5974816
915	227.011171
916	225.2960288
917	223.5393185
918	220.5993134
919	219.5571355
920	218.958334
921	216.1922452
922	215.3028573
923	213.5903204
924	213.564268
925	212.9659371
926	212.7009977
927	212.186832
928	211.7772691
929	210.0064239
930	208.9615559
931	207.8700488
932	207.0104652
933	205.3500599
934	205.24259
935	203.8113861
936	203.0455656
937	202.1044448
938	201.2823426
939	200.7885635
940	200.0441413
941	198.967634
942	198.6095992
943	196.4050454
944	195.174189
945	194.6437854
946	193.3323129
947	192.6162878
948	192.1613628
949	192.1400004
950	189.7648467
951	186.9312085
952	185.7146448
953	185.0112034
954	183.3119189
955	182.82499
956	181.9230475
957	180.1886665
958	179.8569922
959	179.2506566
960	178.1161337
961	177.8190843
962	176.3260901
963	175.2932947
964	174.9152799
965	173.655777
966	171.3210585
967	169.6983146
968	168.7761916
969	168.7614475
970	167.7501401
971	167.1000662
972	166.1920969
973	164.7603642
974	164.6441912
975	164.5889458
976	164.1572908
977	164.0894469
978	162.5882706
979	161.9065717
980	161.887925
981	161.4334617
982	161.3371641
983	161.1206482
984	160.0361788
985	159.8932245
986	159.4544108
987	158.7841124
988	157.6610604
989	156.4185828
990	156.4057827
991	156.0339039
992	155.2210912
993	154.6215416
994	152.499095
995	152.0035813
996	151.5934007
997	151.1621233
998	151.1010742
999	150.773046
1000	149.9984544
1001	148.9475466
1002	148.5155788
1003	148.0679424
1004	146.6451619
1005	146.0119182
1006	145.753587
1007	144.031143
1008	143.3002782
1009	142.7764175
1010	142.0056367
1011	141.441409
1012	141.2858222
1013	140.1540632
1014	138.8737582
1015	138.3700287
1016	136.642566
1017	136.0095195
1018	135.0080201
1019	134.0655641
1020	133.932808
1021	132.7828096
1022	132.1878236
1023	131.5343777
1024	130.5677879
1025	129.5211404
1026	129.3611354
1027	128.3959365
1028	127.9633688
1029	127.3280056
1030	127.1291001
1031	125.7028561
1032	124.2450116
1033	123.6206924
1034	122.2200988
1035	120.8254734
1036	120.3154895
1037	120.2747703
1038	120.2386913
1039	119.8671033
1040	119.8471643
1041	119.3498889
1042	118.234913
1043	117.4967096
1044	117.2930574
1045	116.7641231
1046	116.0912033
1047	115.5779434
1048	115.2424407
1049	114.8720318
1050	113.9540363
1051	112.7729112
1052	112.1955371
1053	111.5990549
1054	110.4170059
1055	109.7258326
1056	108.9685606
1057	108.399481
1058	107.1799736
1059	106.7946883
1060	106.7882777
1061	106.3551161
1062	106.0231478
1063	105.2375608
1064	104.6082328
1065	104.0194035
1066	102.9444921
1067	102.3503635
1068	101.8335002
1069	101.2013485
1070	101.1867308
1071	100.8608536
1072	100.153711
1073	99.35583159
1074	98.24637728
1075	98.15923351
1076	98.14192893
1077	97.60056206
1078	97.04412723
1079	96.20621549
1080	96.08569017
1081	95.97167682
1082	95.62375099
1083	95.2177979
1084	94.30761501
1085	93.7884407
1086	93.50351684
1087	93.41410288
1088	93.06331666
1089	92.47669175
1090	92.46965
1091	91.93624237
1092	91.62299142
1093	90.60189938
1094	90.59576943
1095	90.57956519
1096	90.02479474
1097	88.81486627
1098	88.27192862
1099	87.68726544
1100	87.07046983
1101	85.84684701
1102	85.75084804
1103	85.23478053
1104	84.97501877
1105	84.13215155
1106	83.58240926
1107	82.61405562
1108	81.84520277
1109	80.49107342
1110	79.91540578
1111	79.90725171
1112	79.443405
1113	79.34391627
1114	78.6968694
1115	78.27300101
1116	78.12142405
1117	77.40879523
1118	76.93880608
1119	76.6696846
1120	76.08671072
1121	76.07561801
1122	75.72633828
1123	74.92692529
1124	74.4773538
1125	73.9529508
1126	73.88946074
1127	73.88102941
1128	73.5194175
1129	73.28088397
1130	73.03569003
1131	72.49831138
1132	72.23017711
1133	72.01096685
1134	71.78339809
1135	71.51685867
1136	70.98321175
1137	70.5248395
1138	70.37182722
1139	70.06189817
1140	69.7710643
1141	69.75740387
1142	69.59611271
1143	69.24811732
1144	69.03873886
1145	68.63038205
1146	68.19210755
1147	68.06211443
1148	67.67613605
1149	67.3362092
1150	67.05576217
1151	66.6361757
1152	66.39389353
1153	65.74137602
1154	65.11845881
1155	64.97747882
1156	64.78038793
1157	64.52745663
1158	64.10816465
1159	63.56100605
1160	62.82584544
1161	62.33708509
1162	62.32662934
1163	61.56113159
1164	60.96257786
1165	60.63552977
1166	60.29931225
1167	60.23168627
1168	59.84771747
1169	59.62547596
1170	59.2458013
1171	59.05725347
1172	58.9877426
1173	58.39459555
1174	58.1284932
1175	57.9042962
1176	57.81165261
1177	57.52667613
1178	57.34872708
1179	56.88273002
1180	56.84792034
1181	56.75218765
1182	56.45416098
1183	55.91305496
1184	55.71048742
1185	55.49829648
1186	54.87482732
1187	54.48633604
1188	54.17834941
1189	53.37060804
1190	53.33692677
1191	53.21417799
1192	53.12615612
1193	52.97503695
1194	52.56525212
1195	52.4166632
1196	52.22235741
1197	51.7754868
1198	51.53351658
1199	51.46198285
1200	51.13152623
1201	51.06871391
1202	50.74843669
1203	50.55255764
1204	50.52615064
1205	50.05666219
1206	49.80932529
1207	49.49649606
1208	49.2832962
1209	49.10294314
1210	49.09455376
1211	48.83492204
1212	48.43665683
1213	47.67100249
1214	46.98610592
1215	46.44016333
1216	46.31927661
1217	46.13161733
1218	45.34854327
1219	45.03877851
1220	44.89048919
1221	44.6645658
1222	44.49645092
1223	44.3254117
1224	44.17610159
1225	44.11848211
1226	43.67860775
1227	43.53599509
1228	43.23455051
1229	43.01230901
1230	42.92388784
1231	42.78704393
1232	42.28134818
1233	42.27902716
1234	42.1091865
1235	41.99903703
1236	41.77555986
1237	41.33732711
1238	41.0542885
1239	40.78218242
1240	40.53914114
1241	40.40401242
1242	40.39815417
1243	40.28118629
1244	39.94732145
1245	39.87463318
1246	39.74574046
1247	39.74229657
1248	39.53419106
1249	39.33035436
1250	38.9421202
1251	38.66961732
1252	38.36715164
1253	38.11947904
1254	37.97270817
1255	37.66063393
1256	37.48608634
1257	37.1541246
1258	36.79703087
1259	36.48392469
1260	36.26414538
1261	36.09813939
1262	35.95463297
1263	35.73408051
1264	35.38674252
1265	35.27224648
1266	35.0008805
1267	34.7642882
1268	34.56023142
1269	34.44008058
1270	33.86487341
1271	33.73740532
1272	33.6632446
1273	33.20170172
1274	33.18994027
1275	32.96452716
1276	32.65445439
1277	32.2523559
1278	31.98473234
1279	31.8319548
1280	31.75952786
1281	31.49016844
1282	31.24773403
1283	31.00999014
1284	30.94466361
1285	30.89408388
1286	30.74829144
1287	30.67207391
1288	30.60680224
1289	30.5982721
1290	30.40441379
1291	30.3828025
1292	29.95619741
1293	29.7137354
1294	29.62319956
1295	29.41329521
1296	29.4100374
1297	29.27788778
1298	29.20013814
1299	28.97843469
1300	28.87995067
1301	28.78944619
1302	28.75833491
1303	28.71897202
1304	28.50573592
1305	28.25837406
1306	28.10856136
1307	27.95517743
1308	27.84252598
1309	27.83224213
1310	27.77935033
1311	27.63564853
1312	27.59198749
1313	27.43292817
1314	27.42189601
1315	27.21196739
1316	26.85467269
1317	26.59978429
1318	26.45657378
1319	26.26395389
1320	26.08552399
1321	25.96577912
1322	25.87081296
1323	25.73995814
1324	25.60156578
1325	25.47079058
1326	25.44202197
1327	25.22427459
1328	25.22238393
1329	25.19914329
1330	25.03705481
1331	24.8372967
1332	24.60836207
1333	24.55354753
1334	24.24483771
1335	24.05569844
1336	24.05464244
1337	23.99706514
1338	23.98577502
1339	23.88273401
1340	23.79264029
1341	23.57228743
1342	23.47956338
1343	23.34715343
1344	23.11333019
1345	23.02224757
1346	22.91668459
1347	22.89329318
1348	22.8193948
1349	22.6794955
1350	22.5224742
1351	22.45291952
1352	22.29170409
1353	22.25480107
1354	22.16415317
1355	22.00724603
1356	21.86571069
1357	21.7996457
1358	21.66572878
1359	21.53045514
1360	21.46747347
1361	21.45645363
1362	21.36395615
1363	21.08622024
1364	21.04972023
1365	20.96020369
1366	20.88904017
1367	20.88658312
1368	20.8566594
1369	20.85523343
1370	20.74693938
1371	20.60879089
1372	20.34896365
1373	20.27266493
1374	20.19675204
1375	20.03527044
1376	20.00805929
1377	19.86401425
1378	19.64886288
1379	19.58197579
1380	19.56785547
1381	19.5573568
1382	19.48957531
1383	19.28139153
1384	19.01391544
1385	18.81577447
1386	18.71977809
1387	18.42085193
1388	18.37249374
1389	18.30389188
1390	18.2961095
1391	18.19248063
1392	18.116387
1393	18.06789489
1394	17.87365335
1395	17.69682995
1396	17.64741342
1397	17.45740493
1398	17.33489418
1399	17.19801354
1400	17.13529532
1401	17.05144289
1402	16.95323343
1403	16.9336508
1404	16.83512965
1405	16.76585373
1406	16.74389186
1407	16.68700136
1408	16.61066245
1409	16.51687663
1410	16.40279314
1411	16.39270608
1412	16.32468141
1413	16.2781314
1414	16.1896835
1415	16.15340601
1416	16.12206278
1417	16.01936663
1418	15.97560077
1419	15.93035979
1420	15.9141216
1421	15.84640589
1422	15.71846411
1423	15.6273105
1424	15.5284473
1425	15.46936048
1426	15.35243701
1427	15.24644729
1428	15.10529092
1429	15.01571403
1430	14.97754625
1431	14.97274312
1432	14.8936013
1433	14.80646267
1434	14.77026911
1435	14.72372855
1436	14.61234124
1437	14.44940174
1438	14.35958397
1439	14.31291858
1440	14.16039734
1441	14.10693343
1442	14.0816475
1443	13.99957862
1444	13.94780547
1445	13.93033735
1446	13.84791188
1447	13.81516248
1448	13.79698166
1449	13.75288548
1450	13.73590496
1451	13.68580592
1452	13.61686995
1453	13.56848389
1454	13.56405514
1455	13.51442794
1456	13.44590621
1457	13.42206476
1458	13.38750956
1459	13.27691952
1460	13.23027365
1461	13.17576693
1462	13.14740535
1463	13.04482102
1464	12.8911112
1465	12.78541571
1466	12.7793609
1467	12.74861693
1468	12.69793499
1469	12.65043774
1470	12.62464262
1471	12.55260107
1472	12.53314833
1473	12.45022884
1474	12.43598848
1475	12.39689763
1476	12.35811892
1477	12.23793906
1478	12.12439646
1479	12.11360149
1480	12.02801291
1481	11.9823494
1482	11.9445831
1483	11.91776438
1484	11.85175536
1485	11.74526996
1486	11.72515032
1487	11.67393649
1488	11.60970628
1489	11.56026873
1490	11.46271483
1491	11.39566143
1492	11.35381867
1493	11.30860258
1494	11.29114072
1495	11.26670915
1496	11.2088698
1497	11.18678225
1498	11.17571069
1499	11.09892091
1500	11.04419381
1501	11.04024484
1502	10.98019717
1503	10.94076041
1504	10.91777728
1505	10.81603424
1506	10.80434935
1507	10.75089636
1508	10.69423595
1509	10.65565414
1510	10.62949363
1511	10.59357647
1512	10.57729993
1513	10.50537458
1514	10.48552005
1515	10.44672641
1516	10.40797684
1517	10.37598264
1518	10.29777977
1519	10.27075768
1520	10.25633498
1521	10.19864522
1522	10.16417179
1523	10.11474308
1524	10.09663829
1525	9.979613181
1526	9.977277358
1527	9.881643378
1528	9.835148836
1529	9.798872724
1530	9.775860941
1531	9.694177303
1532	9.592809437
1533	9.515212596
1534	9.477653116
1535	9.39713454
1536	9.355429581
1537	9.305647091
1538	9.200218129
1539	9.141574254
1540	9.10764228
1541	9.074958376
1542	9.056525595
1543	9.006602107
1544	8.871782301
1545	8.870192162
1546	8.827074773
1547	8.796028988
1548	8.758743512
1549	8.726333615
1550	8.699518549
1551	8.61736685
1552	8.54037321
1553	8.420217289
1554	8.368030354
1555	8.30386843
1556	8.29207344
1557	8.243131467
1558	8.18658116
1559	8.175620623
1560	8.136523477
1561	8.085324515
1562	8.069317756
1563	7.996442477
1564	7.985737481
1565	7.951318578
1566	7.90862943
1567	7.881880658
1568	7.865666543
1569	7.834195594
1570	7.71529597
1571	7.696410581
1572	7.6928453
1573	7.670327724
1574	7.603680186
1575	7.55203975
1576	7.481336833
1577	7.474911724
1578	7.464145431
1579	7.413573611
1580	7.405174158
1581	7.285806098
1582	7.24433224
1583	7.227278446
1584	7.225767852
1585	7.201373077
1586	7.179416083
1587	7.144876917
1588	7.084225095
1589	6.993845584
1590	6.97117686
1591	6.92559296
1592	6.90909027
1593	6.861243847
1594	6.790691319
1595	6.757432762
1596	6.722716998
1597	6.707055212
1598	6.662093426
1599	6.649055862
1600	6.626144461
1601	6.620716007
1602	6.572784463
1603	6.553618993
1604	6.552021454
1605	6.537187151
1606	6.495802672
1607	6.478314833
1608	6.42555894
1609	6.398749917
1610	6.369016401
1611	6.334259166
1612	6.274097885
1613	6.233433751
1614	6.200707027
1615	6.137326435
1616	6.093314685
1617	6.066228612
1618	6.024065346
1619	5.997323763
1620	5.96286908
1621	5.929426919
1622	5.858179841
1623	5.796243267
1624	5.759019968
1625	5.722918344
1626	5.677529896
1627	5.633718006
1628	5.579969236
1629	5.522598652
1630	5.518763281
1631	5.461259164
1632	5.429956896
1633	5.427665334
1634	5.400747586
1635	5.380847858
1636	5.351399353
1637	5.291988978
1638	5.289695181
1639	5.239107793
1640	5.199078505
1641	5.170509173
1642	5.165667427
1643	5.157608923
1644	5.12076324
1645	5.097999853
1646	5.041546306
1647	5.031645703
1648	4.992792232
1649	4.976594687
1650	4.953838808
1651	4.916301826
1652	4.856580186
1653	4.831357266
1654	4.820050392
1655	4.807749552
1656	4.806857146
1657	4.792352947
1658	4.714882152
1659	4.670315218
1660	4.633498416
1661	4.611279806
1662	4.600416887
1663	4.547408662
1664	4.505182949
1665	4.47401633
1666	4.447592726
1667	4.420416269
1668	4.338139034
1669	4.294007893
1670	4.281979631
