address,latitude,longitude,population,households,huff_1.0,huff_1.2,huff_1.5,huff_1.8,huff_2.0
宮崎県宮崎市小松台西三丁目,31.9287436,131.3903748,514,216,0.16338319405189072,0.22238687189431486,0.3208919181307665,0.42135667804212884,0.48474846028715285
宮崎県宮崎市小松台西二丁目,31.9317243,131.3933182,324,127,0.18072399620955515,0.2506819015882864,0.37011611944779005,0.49280801060753315,0.5691745701250368
宮崎県宮崎市山崎町,31.9533093,131.4632606,987,369,0.08188345947739235,0.09726329719032963,0.12085453485846988,0.1441547735707808,0.15938433391735413
宮崎県宮崎市岡一丁目,31.9005046,131.4551604,795,393,0.0708769809361168,0.08522855462407002,0.10664620565718386,0.12743968371439554,0.1407381494049073
宮崎県宮崎市岡三丁目,31.9105097,131.4571345,268,157,0.1374495268941733,0.16585419786556618,0.19886124112889594,0.22104659657458145,0.23131886849670255
宮崎県宮崎市岡二丁目,31.9064249,131.4566892,335,169,0.10303678626434132,0.12667128802211006,0.1595334525892031,0.18743816026942298,0.2029733494072243
宮崎県宮崎市川原町,31.9061529,131.4247077,659,380,0.07357744499283621,0.07988824611378292,0.08720281162785122,0.09314007476552294,0.09618666775963243
宮崎県宮崎市希望ケ丘一丁目,31.8600726,131.4286083,656,280,0.05925197235122651,0.06579974609129534,0.07360582327894277,0.08388714038472679,0.1102037210854256
宮崎県宮崎市希望ケ丘三丁目,31.859671,131.424284,1081,463,0.05972506666550825,0.06651979947437786,0.07492274287099568,0.0811359592886894,0.08408869039466901
宮崎県宮崎市希望ケ丘二丁目,31.85776,131.4254241,547,226,0.058460996076530075,0.06506710117064775,0.07328927148106093,0.0794375123224792,0.08240448425907723
宮崎県宮崎市希望ケ丘四丁目,31.858636,131.4208709,825,356,0.059308344664783304,0.06609253406171296,0.07459946303531735,0.08112005399367646,0.08443170453541729
宮崎県宮崎市平和が丘北町,31.959569,131.413476,651,270,0.08038393140684878,0.09395521018074446,0.11341414824053739,0.1314251811787074,0.1425116161740508
宮崎県宮崎市平和が丘東町,31.9553718,131.4149357,547,238,0.07722435499215302,0.08925316380677356,0.10600046036102365,0.12097244298282438,0.12990848091813922
宮崎県宮崎市平和が丘西町,31.9559059,131.4125011,1164,489,0.07357612290183711,0.0846631694405682,0.10014177952052884,0.11414293061056792,0.12265290821894381
宮崎県宮崎市広島一丁目,31.914728,131.426363,764,452,0.1424708783525912,0.1792656033273782,0.2345818560773985,0.2860245759520108,0.316523119130959
宮崎県宮崎市広島二丁目,31.9144653,131.4291061,583,408,0.17827434219808672,0.22589843720121333,0.2927700355922499,0.3481485118050244,0.37749450030371123
宮崎県宮崎市恒久一丁目,31.89619,131.425159,657,348,0.12914232967754655,0.15143854434332307,0.1808411175092925,0.20553891630362392,0.2196438334203774
宮崎県宮崎市恒久三丁目,31.894009,131.429985,872,457,0.10092805535789313,0.11709325283296607,0.1392556762323837,0.1591427711259881,0.17127054470959557
宮崎県宮崎市恒久二丁目,31.895157,131.4273795,746,344,0.11482573270161801,0.13422778537444469,0.1604962249622995,0.18347027318412465,0.19709503405424264
宮崎県宮崎市恒久五丁目,31.891851,131.436102,1020,427,0.0796870974716872,0.0905109146608636,0.1051720411176268,0.11839594734599436,0.12662088234944216
宮崎県宮崎市恒久六丁目,31.891073,131.439565,806,415,0.07190594738377287,0.08069754168584774,0.09232423953257757,0.10258425483296872,0.10889701822063663
宮崎県宮崎市恒久南一丁目,31.8923755,131.4228121,720,407,0.15375220850273472,0.18039063237555183,0.21349997007330945,0.23920699962595784,0.25297235004559054
宮崎県宮崎市恒久南三丁目,31.890744,131.428321,822,420,0.1063850752065703,0.12356831941346018,0.14645904144713168,0.16606352786174533,0.17748994757249179
宮崎県宮崎市恒久南二丁目,31.8911593,131.4248901,1148,523,0.12691157651228124,0.1482469176376179,0.1757129077899677,0.19809340842137896,0.21058492935106043
宮崎県宮崎市恒久南四丁目,31.8907484,131.432173,307,142,0.09126961617460538,0.10505194796626942,0.12378025842475257,0.14045658162486677,0.15058992094665163
宮崎県宮崎市恒久四丁目,31.893452,131.433254,789,352,0.08775262340871699,0.10061040257325278,0.11823610230362393,0.13425900285768283,0.14422920531057837
宮崎県宮崎市新別府町,31.9264691,131.4547312,3054,1297,0.07653773600435916,0.09139771376967484,0.11324151389058354,0.13414237555858852,0.14739761397302756
宮崎県宮崎市新城町,31.9263462,131.4400488,1228,488,0.07593298931172052,0.09001734317450942,0.1106697706576443,0.1305864575307033,0.14337929792040852
宮崎県宮崎市新栄町,31.9090502,131.4544871,400,209,0.14060955745254833,0.17236228596871528,0.21185701999870507,0.24079021268718168,0.25514446672666513
宮崎県宮崎市新町一丁目,31.8564459,131.3954506,163,83,0.08322681255055493,0.11934577445000935,0.19238287768685175,0.28834130285818943,0.36288833319684266
宮崎県宮崎市新町二丁目,31.854571,131.395724,410,220,0.0755474002661908,0.10691412173475327,0.16990171046719665,0.2530382450895755,0.3186609302235917
宮崎県宮崎市日ノ出町,31.9057619,131.4511641,612,329,0.09444703466829543,0.11565979454856712,0.14630825050044496,0.17413736457293913,0.19068818237819402
宮崎県宮崎市旭一丁目,31.9091359,131.4259323,377,227,0.08019737533419484,0.09434437722502367,0.11547926458946382,0.13676417566044335,0.15109647710620092
宮崎県宮崎市旭二丁目,31.909361,131.428351,288,170,0.08877234107158814,0.10623979680366784,0.1330373951626837,0.160564843629316,0.17922972612923818
宮崎県宮崎市昭和町,31.9103924,131.4365458,958,530,0.08685937601759329,0.10313628567048311,0.12727758438784728,0.15102635063526945,0.16656714489591773
宮崎県宮崎市昭栄町,31.9128139,131.45486,541,332,0.2140644109314154,0.24481966594344273,0.27265831921186295,0.2882143825096393,0.29512753575550904
宮崎県宮崎市曽師町,31.9109719,131.4408159,1190,586,0.09029301370478841,0.1093437779940484,0.1385548665082141,0.16841894334906832,0.18864152271800785
宮崎県宮崎市月見ケ丘一丁目,31.882484,131.423395,766,321,0.10528165521376252,0.14197171353615978,0.20686159573123264,0.28179165171169807,0.3358912319983292
宮崎県宮崎市月見ケ丘七丁目,31.8780156,131.4146404,433,195,0.07710518441547748,0.08517585648817994,0.10835628507594298,0.13566548774294904,0.15406524569315308
宮崎県宮崎市月見ケ丘三丁目,31.875341,131.418765,506,231,0.07493615933998674,0.08362937650903718,0.10265029545155237,0.1305983800772044,0.15028775788531196
宮崎県宮崎市月見ケ丘二丁目,31.878202,131.421968,1389,645,0.07908624582144609,0.09589464137783085,0.132740892528015,0.17431197223867176,0.20437850819040712
宮崎県宮崎市月見ケ丘五丁目,31.8828032,131.4181625,1166,567,0.13228172765811466,0.18108844572717914,0.2654345655382406,0.3579134850573183,0.42090650094966353
宮崎県宮崎市月見ケ丘六丁目,31.8801829,131.4135387,912,431,0.07877295263799643,0.0860199384738643,0.11202811777647251,0.13737269420547188,0.1534372372760333
宮崎県宮崎市月見ケ丘四丁目,31.8782513,131.4180509,912,405,0.07860531479653905,0.09539105772365512,0.13058550036034247,0.16919202786392695,0.19644144979841355
宮崎県宮崎市木原上木原,31.9092987,131.4266458,687,270,0.08368835031040014,0.09917870856837586,0.1226132877179579,0.14645916590752178,0.1625932813876535
宮崎県宮崎市木原下木原,31.9972217,131.4593408,390,147,0.06994055555568841,0.10251085360318356,0.16542984152538398,0.23829362484100797,0.28659966971690126
宮崎県宮崎市木原中木原,31.9092987,131.4266458,301,169,0.08368835031040014,0.09917870856837586,0.1226132877179579,0.14645916590752178,0.1625932813876535
宮崎県宮崎市木原新町,38.9032635,141.5542203,1236,823,0.021324647747008985,0.021286734006567328,0.02122856564710452,0.02116884690919863,0.02112817716717418
宮崎県宮崎市木原永田,31.9092987,131.4266458,291,171,0.08368835031040014,0.09917870856837586,0.1226132877179579,0.14645916590752178,0.1625932813876535
宮崎県宮崎市木原黒坂,,,331,120,,,,,
宮崎県宮崎市末広一丁目,31.911823,131.418278,620,437,0.07034799183315694,0.07638696913722468,0.08613293517600677,0.09772630621726107,0.10520989073851694
宮崎県宮崎市末広二丁目,31.913958,131.414277,416,307,0.06809363610974488,0.07384313509406461,0.08039746615547808,0.08520497357194798,0.08772158495852232
宮崎県宮崎市本郷一丁目,31.8662171,131.4288647,506,223,0.06284290333852291,0.06943945627623455,0.09030257991934532,0.1491460975486364,0.20154704750302102
宮崎県宮崎市本郷三丁目,31.863574,131.427975,425,181,0.06145749580790869,0.06817293530965454,0.07579704205982218,0.1070643520116393,0.1424845391692201
宮崎県宮崎市本郷二丁目,31.8639134,131.4297685,332,152,0.06100784714904096,0.06737740502792412,0.08753934598315054,0.14493952164499457,0.19634689153279813
宮崎県宮崎市村角町,31.952936,131.4519417,3008,1165,0.1057897648265007,0.12641619430393153,0.15538597261380166,0.18147786519993692,0.19813724620622536
宮崎県宮崎市東上那珂,32.024426,131.435168,2751,1032,0.05367269760028898,0.06122102475388672,0.07209332409696692,0.08195142084697714,0.08774833374128495
宮崎県宮崎市東大宮一丁目,31.945605,131.435716,566,242,0.07966516348961662,0.09898318084352306,0.14408978829366034,0.1980320797914013,0.2382741298754804
宮崎県宮崎市東大宮三丁目,31.9478037,131.4403987,446,184,0.09348139244795456,0.10797256235479152,0.12581374432804518,0.16314386340642048,0.19111723633399164
宮崎県宮崎市東大宮二丁目,31.948024,131.436647,965,419,0.09576859555178856,0.13172831645303962,0.196645721393151,0.27172126162475363,0.3250700497802428
宮崎県宮崎市東大宮四丁目,31.944738,131.438643,892,354,0.07865294058766308,0.08915667535863735,0.10778553806695379,0.1433532707112104,0.16976488611466659
宮崎県宮崎市東大淀一丁目,31.9004023,131.4262793,486,259,0.09835080140493094,0.11271065291320881,0.13170251857062162,0.14801688405109992,0.15757688453954558
宮崎県宮崎市東大淀二丁目,31.895206,131.422057,274,137,0.17446787712098302,0.20419763239530386,0.23949074732622536,0.2651839963368979,0.2781548253461689
宮崎県宮崎市東宮一丁目,31.850028,131.429725,1336,446,0.05425044697208202,0.060266205760891776,0.06800105396725552,0.07416706949464477,0.0774393697759473
宮崎県宮崎市東宮二丁目,31.8512267,131.4251251,1264,389,0.05511495234330745,0.06127082331270795,0.06915986920313648,0.07542629124789584,0.07874849017800145
宮崎県宮崎市松小路,,,50,22,,,,,
宮崎県宮崎市松山一丁目,31.9059753,131.4268062,715,516,0.06999602655789174,0.07645707589172172,0.08393831446989539,0.08948252557187222,0.09376038813987826
宮崎県宮崎市松山二丁目,31.904835,131.428624,147,101,0.07148207926874411,0.07855793742551292,0.08709562262143103,0.09384140149181219,0.09760653057277936
宮崎県宮崎市松橋一丁目,31.9099519,131.4180335,578,390,0.0784996375193214,0.08686741495492593,0.0973009949971904,0.1058785799421855,0.11082242604652448
宮崎県宮崎市松橋二丁目,31.912742,131.413889,712,418,0.07309894385601083,0.08032440346642004,0.08919618847846882,0.09641849998762965,0.10059182674020806
宮崎県宮崎市柳丸町,31.9262688,131.4343733,2451,1182,0.08231399269858307,0.0958951176534995,0.11902009653806649,0.14576918110033743,0.1631857090971311
宮崎県宮崎市桜ケ丘町,31.9290302,131.3980739,1132,441,0.1360564382073042,0.16995337417436204,0.22019776160224475,0.26592295432678237,0.2925397654634263
宮崎県宮崎市桜町,31.950311,131.437892,1229,432,0.10384312520184077,0.14192067747649978,0.20728779539193995,0.27781107251374804,0.3251631402753772
宮崎県宮崎市権現町,31.9302343,131.4348024,994,522,0.06588332790942317,0.07487078410145032,0.09602526673708621,0.11981992146397226,0.13619515004455143
宮崎県宮崎市橘通東一丁目,31.907505,131.422613,630,424,0.07567438155635514,0.0826763790275611,0.09068199154838404,0.09643546004668513,0.0992975748922236
宮崎県宮崎市橘通東三丁目,31.9148358,131.4239382,216,147,0.11252998299976981,0.13885568268047488,0.17959518284208412,0.22030886149905485,0.24655897740267227
宮崎県宮崎市橘通東二丁目,31.911601,131.423424,185,155,0.08717333606602592,0.10406221747313557,0.12987166428001773,0.1562885900995661,0.17416432314436375
宮崎県宮崎市橘通東五丁目,31.922086,131.4254322,969,660,0.10278719633636153,0.12137285559766291,0.14467267341126724,0.16145961494848854,0.16905243340117052
宮崎県宮崎市橘通東四丁目,31.9182215,131.4245726,422,239,0.1271482281380038,0.157581828955703,0.20264283807097588,0.24438525526639993,0.26936468421005155
宮崎県宮崎市橘通西一丁目,31.9080978,131.4205882,283,173,0.07952669143990627,0.08776737483684993,0.0977207153772283,0.10546757060322248,0.10965751811687478
宮崎県宮崎市橘通西三丁目,31.9149575,131.4223071,3,2,0.09791477691785598,0.118896860148095,0.15130498785322524,0.18426298960806187,0.20613520177091565
宮崎県宮崎市橘通西二丁目,31.911594,131.421722,228,181,0.07840907064939662,0.09204901604119352,0.11238765274688572,0.1328449296598443,0.14661783921703156
宮崎県宮崎市橘通西五丁目,31.9222258,131.4239406,572,357,0.09255055310885225,0.1079038326846672,0.1398259136443716,0.1735628409280235,0.1948913914593384
宮崎県宮崎市橘通西四丁目,31.918507,131.422954,31,22,0.1072368392500912,0.13081383477254394,0.1660273586412552,0.19969476926550683,0.22064708324058313
宮崎県宮崎市正手一丁目,31.8576232,131.3871011,661,334,0.16445081669780748,0.2559837319508484,0.43409500707413284,0.6235040561400131,0.7319051542335633
宮崎県宮崎市正手三丁目,31.8613089,131.3845005,533,259,0.38067157149235137,0.573843016447078,0.8080710796954305,0.9272499400204756,0.96340116445353
宮崎県宮崎市正手二丁目,31.861101,131.387848,661,364,0.3045698252546188,0.47223582122583496,0.7157655966446209,0.8727559806750217,0.9295768152210376
宮崎県宮崎市永楽町,31.9060925,131.4337027,1218,662,0.06842433928058168,0.07863745684520505,0.0932878132323191,0.10757877431750917,0.11708029134384366
宮崎県宮崎市江南一丁目,31.9067821,131.4017226,815,345,0.09370754850640049,0.10774957166470714,0.12718812281903438,0.1450587663270638,0.15628964749778135
宮崎県宮崎市江南三丁目,31.9093977,131.398293,428,183,0.0916835187339193,0.10895126263552271,0.13476439714586105,0.16040681589629951,0.17737426658854535
宮崎県宮崎市江南二丁目,31.906082,131.399204,971,400,0.09023823443192583,0.10336922875164152,0.12134718675328861,0.13763399235335216,0.14774376780239107
宮崎県宮崎市江南四丁目,31.9057451,131.3968261,657,271,0.0857228068595103,0.09760292771649014,0.1135800649558659,0.1277140925230443,0.13630715985556277
宮崎県宮崎市江平中町,31.923474,131.427235,706,408,0.0956842484476482,0.12152040689307536,0.1609122936198685,0.1979213871419798,0.22039464010821302
宮崎県宮崎市江平東一丁目,31.9270089,131.427261,1105,634,0.18655871060296686,0.2509378326669646,0.33896565546675744,0.403664857876945,0.43322363558109545
宮崎県宮崎市江平東二丁目,31.930055,131.428452,391,221,0.11243993866219641,0.15072218942026497,0.21411757278520796,0.27791522376414646,0.3170750638811432
宮崎県宮崎市江平東町,31.925392,131.429084,925,486,0.10585063213480106,0.13783590441965077,0.18792870711416323,0.23640467472965343,0.26613130455863493
宮崎県宮崎市江平町一丁目,31.9240973,131.4259142,21,17,0.12386078799753909,0.1636437746170705,0.22533226628403916,0.28296360532900133,0.3167543639045378
宮崎県宮崎市江平西一丁目,31.926083,131.4248976,577,324,0.2601878435433093,0.33728632664196784,0.4193296461033647,0.46278539349047876,0.4780487917791986
宮崎県宮崎市江平西二丁目,31.9296239,131.4263423,346,190,0.15139481403477417,0.20600308095644046,0.2894372123067851,0.3609974727477013,0.3980695247301568
宮崎県宮崎市池内町,31.9692292,131.4147088,1694,610,0.08792260084179206,0.1049277376916175,0.13022886795313757,0.15443459483281247,0.16964592027042444
宮崎県宮崎市池田台北クリーン池田台,,,1282,426,,,,,
宮崎県宮崎市池田台第三池田台,,,1495,575,,,,,
宮崎県宮崎市波島一丁目,31.9390662,131.4468402,1160,509,0.06010508385601482,0.06581071943553589,0.07260529431859375,0.07777346126604308,0.08053622602296119
宮崎県宮崎市波島二丁目,31.9379623,131.4492166,1119,502,0.05687499830519137,0.06167254621886586,0.06708856281412436,0.07237924496674283,0.07716006404898396
宮崎県宮崎市浦之名久木野（大字浦之名）,,,83,29,,,,,
宮崎県宮崎市浦之名去川（去川）,,,33,25,,,,,
宮崎県宮崎市浦之名小田元（大字浦之名）,,,144,49,,,,,
宮崎県宮崎市浦之名川原田（中央）,,,193,92,,,,,
宮崎県宮崎市浦之名川口，梁瀬（大字浦之名）,,,108,51,,,,,
宮崎県宮崎市浦之名深水（大字浦之名）,,,122,58,,,,,
宮崎県宮崎市浦之名片前（去川）,,,44,22,,,,,
宮崎県宮崎市浦之名田之平（大字浦之名）,,,140,68,,,,,
宮崎県宮崎市浦之名西区（中央）,,,34,14,,,,,
宮崎県宮崎市浦之名赤谷（中央）,,,327,134,,,,,
宮崎県宮崎市浮城町,31.930018,131.4379191,238,101,0.06435807611603,0.07327097605560555,0.08507969250246733,0.09510467144675741,0.10083478292279961
宮崎県宮崎市淀川一丁目,31.9046539,131.4180359,389,184,0.10385375694602436,0.1173081176945564,0.13299860182732967,0.1763079876329833,0.21277919400501988
宮崎県宮崎市淀川三丁目,31.899405,131.415911,313,145,0.1674876944066458,0.19316479294513583,0.2231791652439684,0.245013183354427,0.25613315507516254
宮崎県宮崎市淀川二丁目,31.9019172,131.4163043,240,142,0.13202607281558296,0.14876247511832116,0.21464977937341703,0.29721157408211546,0.35705035058471096
宮崎県宮崎市清水一丁目,31.91948,131.421757,770,534,0.0943212309217427,0.11305668701843281,0.14038301022926913,0.16597219872881316,0.1816896100687412
宮崎県宮崎市清水三丁目,31.9196308,131.4173603,687,433,0.070593228135694,0.08149049537920156,0.09677332902028445,0.11086489985692416,0.11960047774587804
宮崎県宮崎市清水二丁目,31.9193737,131.4200787,708,389,0.08384375354816956,0.09914245590672831,0.12133309693985332,0.14226858341192702,0.1553275214856858
宮崎県宮崎市源藤町,31.8852284,131.4126824,2687,1307,0.1453710682605676,0.196090155341574,0.2719357694047709,0.3379282599313038,0.37377509941290377
宮崎県宮崎市潮見町,31.9043961,131.4392307,1577,848,0.05706650767150354,0.06346805706041318,0.0716579995401603,0.0798779005518101,0.0850895366306565
宮崎県宮崎市瀬頭一丁目,31.9069947,131.4294674,479,242,0.07251382318810333,0.08395496497352156,0.10058105582776412,0.11696248402086608,0.12789148019279628
宮崎県宮崎市瀬頭二丁目,31.909456,131.430404,542,347,0.09255797138827514,0.11149492494265824,0.14073689784683246,0.1708320521520557,0.19117809278549056
宮崎県宮崎市瀬頭町,31.906778,131.4306883,28,16,0.0722046556253833,0.08361649033772278,0.10023834747143451,0.11667130557533589,0.12767104588668104
宮崎県宮崎市生目台東一丁目,31.9035122,131.3837066,540,233,0.06908603091755168,0.0786526005222027,0.09362858615240974,0.10787637770785864,0.11707316924704629
宮崎県宮崎市生目台東三丁目,31.901137,131.3761594,1092,472,0.0638471511069093,0.07109252283748657,0.08216341389024251,0.09373660577865199,0.1011261027445071
宮崎県宮崎市生目台東二丁目,31.901781,131.380137,581,251,0.06686964242766008,0.07469445910883803,0.08564443882486328,0.09777239869744783,0.10550505273089995
宮崎県宮崎市生目台東五丁目,31.907101,131.381244,346,136,0.07514830451767958,0.08850123851587383,0.10857736678463943,0.1286766481659469,0.14211190660154852
宮崎県宮崎市生目台東四丁目,31.9056469,131.3774256,1364,560,0.06891973359522305,0.08034773827270478,0.09728241391375779,0.1139895127515599,0.12505689755368968
宮崎県宮崎市生目台西一丁目,31.9097788,131.374264,361,155,0.07228513203414179,0.08528052023009307,0.10503010696403924,0.12497410612068198,0.1383617031054709
宮崎県宮崎市生目台西三丁目,31.9075408,131.3702638,408,135,0.0656026010847368,0.07644943020394247,0.09265277010228694,0.1087453617815988,0.11944394980955064
宮崎県宮崎市生目台西二丁目,31.906058,131.372558,1109,460,0.0657336846328714,0.07643787095982009,0.09231786963194336,0.10798876579692304,0.11836836181371643
宮崎県宮崎市生目台西五丁目,31.901334,131.37007,461,192,0.05967029408561269,0.06720703989700592,0.07923583426406795,0.09063797466615812,0.09797309266142001
宮崎県宮崎市生目台西四丁目,31.9031581,131.3714063,557,232,0.06147247190667277,0.07072424615903558,0.08415224779931875,0.09709321362541838,0.10552343151513682
宮崎県宮崎市田代町,31.9033054,131.4488089,1663,890,0.07354064298573548,0.08816543009284901,0.10981915025129868,0.1307537341583766,0.1441407529043222
宮崎県宮崎市甲上井倉（東分団）,,,391,167,,,,,
宮崎県宮崎市甲上桜町（中央分団）,,,61,27,,,,,
宮崎県宮崎市甲下井倉（東分団）,,,468,195,,,,,
宮崎県宮崎市甲下桜町（中央分団）,,,156,66,,,,,
宮崎県宮崎市甲中尾（東分団）,,,223,91,,,,,
宮崎県宮崎市甲中桜町（中央分団）,,,90,44,,,,,
宮崎県宮崎市甲中渡瀬（南分団）,,,169,68,,,,,
宮崎県宮崎市甲二ツ山（東分団）,,,412,182,,,,,
宮崎県宮崎市甲今村（東分団）,,,444,217,,,,,
宮崎県宮崎市甲仏堂園（南分団）,,,103,47,,,,,
宮崎県宮崎市甲倉谷（南分団）,,,15,7,,,,,
宮崎県宮崎市甲元野（南分団）,,,87,37,,,,,
宮崎県宮崎市甲前平天神（東分団）,,,194,102,,,,,
宮崎県宮崎市甲北寺町（南分団）,,,64,45,,,,,
宮崎県宮崎市甲南寺町（南分団）,,,208,88,,,,,
宮崎県宮崎市甲尾脇（南分団）,,,118,49,,,,,
宮崎県宮崎市甲持田（南分団）,,,6,3,,,,,
宮崎県宮崎市甲新村（南分団）,,,195,78,,,,,
宮崎県宮崎市甲明神原（中央分団）,,,28,10,,,,,
宮崎県宮崎市甲朝日町（中央分団）,,,379,167,,,,,
宮崎県宮崎市甲木材町（北分団）,,,195,101,,,,,
宮崎県宮崎市甲東桜町（北分団）,,,131,65,,,,,
宮崎県宮崎市甲桂谷（南分団）,,,8,5,,,,,
宮崎県宮崎市甲梅谷（東分団）,,,277,109,,,,,
宮崎県宮崎市甲楠原（南分団）,,,33,17,,,,,
宮崎県宮崎市甲石久保（東分団）,,,211,59,,,,,
宮崎県宮崎市甲築地原（南分団）,,,305,123,,,,,
宮崎県宮崎市甲船ケ山（東分団）,,,101,42,,,,,
宮崎県宮崎市甲西桜町（北分団）,,,25,13,,,,,
宮崎県宮崎市甲黒草（南分団）,,,94,39,,,,,
宮崎県宮崎市矢の先町,31.9404884,131.4184528,527,238,0.050618952964637934,0.05435868518786076,0.06884344788012778,0.08443472263346032,0.09549631164845941
宮崎県宮崎市石崎一丁目,32.005692,131.474133,204,73,0.11568351012736793,0.17714388311487117,0.28322314247638003,0.375361713904216,0.4190700149720354
宮崎県宮崎市石崎三丁目,32.0068631,131.4767405,234,106,0.08837121148222318,0.13409801872118576,0.22093048393413178,0.3118182936036446,0.36386337237674365
宮崎県宮崎市石崎二丁目,32.00754,131.475287,354,134,0.09319435315033643,0.1418770415213798,0.2329813697223128,0.32528686716308775,0.3762961224449986
宮崎県宮崎市祇園一丁目,31.9272262,131.4086568,548,231,0.09758643859489947,0.11750419758827252,0.1479256099469192,0.17848460251197076,0.19862993667625495
宮崎県宮崎市祇園三丁目,31.9354811,131.4102815,820,473,0.06921132717945618,0.07927991268599971,0.09336625104398495,0.10634410901117242,0.11442164944408692
宮崎県宮崎市祇園二丁目,31.930668,131.409465,613,299,0.0830607865300383,0.09771235997441087,0.11929822431520684,0.1402767137353354,0.15383691554905332
宮崎県宮崎市祇園四丁目,31.939669,131.409593,695,401,0.0628167668114212,0.0710585594235643,0.08229824679955897,0.09240220001755418,0.09860562582033475
宮崎県宮崎市神宮一丁目,31.932664,131.423587,926,439,0.09189180711383259,0.12183773220126659,0.1734426243981095,0.22969615108051883,0.2673220687515992
宮崎県宮崎市神宮二丁目,31.9362461,131.423292,358,197,0.06368374062210713,0.08069235056101541,0.10970637347190669,0.14269167601003246,0.1665604635619925
宮崎県宮崎市神宮東一丁目,31.933457,131.427014,1025,532,0.08179448167767531,0.10687023921361737,0.1500579708350422,0.1980859252105229,0.23129501694022248
宮崎県宮崎市神宮東三丁目,31.9384125,131.428643,956,507,0.05187640737882473,0.0634375943736986,0.08219960937851495,0.10268884098595413,0.11727469783046406
宮崎県宮崎市神宮東二丁目,31.935818,131.427416,988,516,0.06459394298436696,0.08183741482022075,0.11113407419213556,0.1442437220323317,0.16806867062856062
宮崎県宮崎市神宮町,31.9404505,131.4269224,79,29,0.056169138085984095,0.060276991992575274,0.07037350688649428,0.08559913398303093,0.09611145951921925
宮崎県宮崎市神宮西一丁目,31.9369281,131.41878,1050,514,0.055299922212591376,0.06866612801107647,0.09103521629053782,0.11625842477754009,0.13461413574708359
宮崎県宮崎市神宮西二丁目,31.939133,131.418702,884,479,0.048865160308272496,0.05929754647087888,0.07646924963494117,0.09536867179865283,0.10897104786068171
宮崎県宮崎市福島町,31.9095119,131.4021699,640,239,0.0833400944480232,0.09698855299645683,0.11655352216005943,0.13524744514382325,0.14732984736189278
宮崎県宮崎市福島町一丁目,31.906355,131.409458,16,6,0.11343050301789531,0.13318085470620236,0.16151081943439444,0.18840225095582513,0.20556790964819377
宮崎県宮崎市福島町三丁目,31.908539,131.406518,264,145,0.09422625727560177,0.10815986794905166,0.12751291991060024,0.14546999424180185,0.15686717276244333
宮崎県宮崎市福島町二丁目,31.9066545,131.4084273,68,36,0.10974853568730907,0.12850196255514557,0.15540652300234836,0.18104067055042797,0.1975006383357053
宮崎県宮崎市稗原町,31.9082055,131.4511746,616,313,0.11784733186434261,0.14519043747656368,0.18240662697232768,0.21319336904563208,0.2300178502990425
宮崎県宮崎市紙屋瀬越（大字浦之名）,,,65,35,,,,,
宮崎県宮崎市老松一丁目,31.9118477,131.430801,741,395,0.1224753695656675,0.15235751644524997,0.19846911881159962,0.24389710953517874,0.2726124200934316
宮崎県宮崎市老松二丁目,31.9135979,131.431189,727,370,0.15843035081357643,0.20008313915140188,0.26084159483715064,0.31450038843942474,0.3447468918621211
宮崎県宮崎市船塚一丁目,31.926349,131.418612,421,237,0.0880838149101149,0.11539661901536534,0.1618748671900868,0.2124362028447803,0.24659643701251485
宮崎県宮崎市船塚三丁目,31.933422,131.4187428,744,323,0.0690299672246971,0.08845284268796506,0.12186324284470063,0.15985429031703074,0.18712309164606206
宮崎県宮崎市船塚二丁目,31.9292729,131.418795,777,385,0.08888231115940824,0.11711174617920903,0.16560950184716763,0.2187180064233547,0.2546226792661518
宮崎県宮崎市船引庵屋,,,259,97,,,,,
宮崎県宮崎市船引正手,,,610,275,,,,,
宮崎県宮崎市船引船引,34.0951061,133.6500306,424,173,0.020544164853610904,0.02032038598065148,0.02036725026448045,0.021545119739065706,0.02235019716740008
宮崎県宮崎市船引西新町,,,967,588,,,,,
宮崎県宮崎市船引黒北,,,428,166,,,,,
宮崎県宮崎市花ケ島町,31.948854,131.432017,4623,2166,0.136279344821082,0.19650392097695982,0.3070555113576267,0.4304058080537919,0.5118612820858496
宮崎県宮崎市花山手東一丁目,31.904282,131.406882,786,325,0.12595028015305992,0.14989490525426258,0.1845857636476517,0.2175327745003871,0.23841938456810002
宮崎県宮崎市花山手東三丁目,31.900014,131.401701,719,298,0.12043444519209934,0.14308534583764393,0.1757778996988315,0.2067196035724466,0.22633845764345384
宮崎県宮崎市花山手東二丁目,31.9041838,131.4036476,875,342,0.11312685899070721,0.13342447995980192,0.16278775234496362,0.19089316892257868,0.20896387773244357
宮崎県宮崎市花山手西一丁目,31.9038657,131.4001947,768,304,0.10127559762653816,0.11808384741318012,0.1420561931970096,0.1647753145833235,0.17935965752642902
宮崎県宮崎市花山手西二丁目,31.9002966,131.396194,1002,374,0.09604338313961029,0.11166041573920313,0.1338277733671974,0.15469652050444077,0.1680308755696081
宮崎県宮崎市花殿町,31.9243235,131.4190655,409,218,0.08184434183782617,0.10578793267538744,0.14605227513503174,0.18982041037014694,0.2197176497142055
宮崎県宮崎市花見中山（東高岡）,,,401,164,,,,,
宮崎県宮崎市花見城ケ峯（東高岡）,,,137,56,,,,,
