name,address,size,lat,lon
ＥＶＯ３７宮崎,宮崎県宮崎市江平西1-5-26,627,31.927087284591,131.425073431537
オーシャン,宮崎県宮崎市恒久字草葉990-1,601,31.88590008,131.41956596
Ｓｕｐｅｒ　Ｄ’ｓｔａｔｉｏｎ３９日向店,宮崎県日向市日知屋3380-5,1000,32.426140560967,131.6514967995
Ｓｕｐｅｒ　Ｄ’ｓｔａｔｉｏｎ３９都城駅前店,宮崎県都城市栄町20-1,1039,31.735249828424,131.072921515942
シルバーバック都城店,宮崎県都城市吉尾町150,728,31.75391079474,131.08402577745
